,pv,load,pv_ev,pv_load,pv_grid,grid_ev,grid_load,soc,avail,episode
2020-09-10 20:00:00,0.0,1037.040278,0.0,0.0,0.0,0.0,1037.040278,0.4,1.0,1.0
2020-09-10 21:00:00,0.0,1092.4134080000001,0.0,0.0,0.0,0.0,1092.4134080000001,0.4,1.0,1.0
2020-09-10 22:00:00,0.0,1080.702514,0.0,0.0,0.0,0.0,1080.702514,0.4,1.0,1.0
2020-09-10 23:00:00,0.0,920.5418993999999,0.0,0.0,0.0,0.0,920.5418993999999,0.4,1.0,1.0
2020-09-11 00:00:00,0.0,660.3026499,0.0,0.0,0.0,0.0,660.3026499,0.4,1.0,1.0
2020-09-11 01:00:00,0.0,831.0111421,0.0,0.0,0.0,0.0,831.0111421,0.4,1.0,1.0
2020-09-11 02:00:00,0.0,1365.934449,0.0,0.0,0.0,0.0,1365.934449,0.4,1.0,1.0
2020-09-11 03:00:00,0.0,907.2416667000001,0.0,0.0,0.0,0.0,907.2416667000001,0.4,1.0,1.0
2020-09-11 04:00:00,0.0,784.1243017,0.0,0.0,0.0,0.0,784.1243017,0.4,1.0,1.0
2020-09-11 05:00:00,123.0946942,701.1787709,-1.5631940186722204e-13,123.09469420000016,0.0,0.0,578.0840766999999,0.4,1.0,1.0
2020-09-11 06:00:00,238.3826361,900.0991619999999,0.0,238.3826361,0.0,0.0,661.7165258999999,0.4,1.0,1.0
2020-09-11 07:00:00,3000.5420940000004,1236.959666,1763.5824280000004,1236.959666,0.0,0.0,0.0,0.4,1.0,1.0
2020-09-11 08:00:00,5156.354494,1323.973501,3700.0000000000005,1323.973501,132.38099300000022,0.0,0.0,0.5047127066625,1.0,1.0
2020-09-11 09:00:00,8026.459612999999,1203.4164349999999,941.680729894739,1203.4164349999999,5881.36244810526,0.0,0.0,0.7244002066625,1.0,1.0
2020-09-11 10:00:00,9530.092063,1072.589136,3699.999999999995,1072.589136,4757.502927000005,0.0,0.0,0.7803125000000002,1.0,1.0
2020-09-11 11:00:00,9784.508711,1076.067039,0.0,1076.0670390000018,8708.441671999999,0.0,-1.8189894035458565e-12,0.9999999999999999,1.0,1.0
2020-09-11 12:00:00,7474.396629999999,1093.392458,0.0,1093.3924580000003,6381.004171999999,0.0,-2.2737367544323206e-13,1.0,1.0,1.0
2020-09-11 13:00:00,9147.567409000001,1166.733612,0.0,1166.733612,7980.833797000001,0.0,0.0,1.0,1.0,1.0
2020-09-11 14:00:00,4730.256606,1276.840056,0.0,1276.840056,3453.41655,0.0,0.0,1.0,1.0,1.0
2020-09-11 15:00:00,1248.927095,1184.5572630000001,0.0,1184.5572630000001,64.36983199999986,2e-05,0.0,1.0,0.0,1.0
2020-09-11 16:00:00,726.4170779,992.7559275,0.0,726.4170779,0.0,0.0,266.3388496,1.0,0.0,1.0
2020-09-11 17:00:00,109.8302345,1329.72905,0.0,109.8302345,0.0,0.0,1219.8988155,1.0,0.0,1.0
2020-09-11 18:00:00,2.478346459,901.0810056,0.0,2.478346459,0.0,0.0,898.602659141,1.0,0.0,1.0
2020-09-11 19:00:00,0.0,868.4986034,0.0,0.0,0.0,0.0,868.4986034,1.0,0.0,1.0
2020-09-11 20:00:00,0.0,1606.705307,0.0,0.0,0.0,0.0,1606.705307,1.0,0.0,1.0
2020-09-11 21:00:00,0.0,1368.5788009999999,0.0,0.0,0.0,0.0,1368.5788009999999,1.0,0,1
2020-09-11 22:00:00,0.0,1344.326843,0.0,0.0,0.0,3700.0,1344.326843,0.4,1.0,2.0
2020-09-11 23:00:00,1.271405388,1335.3002789999998,1.271405388,0.0,0.0,5.1736392947532295e-14,1335.3002789999998,0.6196875000000001,1.0,2.0
2020-09-12 00:00:00,0.0,764.9930362000001,0.0,0.0,0.0,1832.4971286059713,764.9930362000001,0.6197629896949125,1.0,2.0
2020-09-12 01:00:00,0.0,843.8100559000001,0.0,0.0,0.0,3673.3454797972868,843.8100559000001,0.7285675067058921,1.0,2.0
2020-09-12 02:00:00,0.0,1149.4603619999998,0.0,0.0,0.0,898.1491441034782,1149.4603619999998,0.946672394568856,1.0,2.0
2020-09-12 03:00:00,0.0,1063.476323,0.0,0.0,0.0,0.0,1063.476323,1.0,1.0,2.0
2020-09-12 04:00:00,0.0,848.5132497000002,0.0,0.0,0.0,0.0,848.5132497000002,1.0,1.0,2.0
2020-09-12 05:00:00,48.53608331,3842.340782,0.0,48.53608331,0.0,0.0,3793.8046986900004,1.0,1.0,2.0
2020-09-12 06:00:00,204.4760775,3407.0614530000003,0.0,204.4760775,0.0,0.0,3202.5853755000003,1.0,1.0,2.0
2020-09-12 07:00:00,2809.1755420000004,3192.6284920000003,0.0,2809.1755420000004,0.0,0.0,383.4529499999999,1.0,1.0,2.0
